participantcode,std_female,gpa,prior_num_guess,post_num_guess,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,orig_correct,fn_correct,answers_correct,std_male,female_r1,female_r2,female_r3,extrovert,agreeable,conscientious,neurotic,open,riskaversion,wtp,I,overconfidence,underconfidence,overoptimism,uncertainty1,uncertainty2,prior_minus_orig,wtpcategory,prior_downside1,post_downside,updates,gradeup_s0,gradedown_s0,betteroff_s0,worseoff_s0,gradeup_s1,gradedown_s1,betteroff_s1,worseoff_s1,gradeup_s2,gradedown_s2,betteroff_s2,worseoff_s2,gradeup_s3,gradedown_s3,betteroff_s3,worseoff_s3,gradeup_s4,gradedown_s4,betteroff_s4,worseoff_s4,gradeup_s5,gradedown_s5,betteroff_s5,worseoff_s5,gradeup_s6,gradedown_s6,betteroff_s6,worseoff_s6,gradeup_s7,gradedown_s7,betteroff_s7,worseoff_s7,gradeup_s8,gradedown_s8,betteroff_s8,worseoff_s8,gradeup_s9,gradedown_s9,betteroff_s9,worseoff_s9,irrational,everasked,num_asked,num_asked_imp
wzrgosva,0,3.9200000762939453,17,16,0,0,0,0,0,0,0,0,0,1,15,15,17,1,1,0,NA,3,3.5,4,2.5,3.5,0.5249999761581421,-1,0,0.48666664958000183,0.06875000149011612,0,0.4000000059604645,4.949999809265137,2,-1,0.25,0.20000000298023224,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
b91ggoia,0,3.809999942779541,15,14,0,0,0,0,0,0,0,0,0,1,13,13,15,1,0,1,NA,3,3,5,2,5,1.3350000381469727,-1,0,0.5,0.12428571283817291,0,0.4000000059604645,3.240000009536743,2,-1,0.30000001192092896,0.33000001311302185,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0d63m6ks,0,2.0999999046325684,15,12,0,0,0,0,0,0,0,0,1,1,11,11,11,1,NA,NA,NA,2,2.5,3.5,2.5,3.5,0.5249999761581421,-0.5,0,0.8333333134651184,0.05000000074505806,4,0.5,6.889999866485596,4,-1,0.25,0.44999998807907104,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
j7jx49ns,0,2.9000000953674316,14,10,0,0,0,0,0,0,1,1,1,1,8,8,9,1,0,NA,NA,3,4.5,5,4.5,4.5,0.5249999761581421,0.5,1,0.44545453786849976,0.26250001788139343,5,0.699999988079071,7.809999942779541,6,0,0.5,0.4000000059604645,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
3opupkqv,0,2.9000000953674316,14,11,0,0,0,0,0,0,0,1,0,0,11,11,13,1,0,0,0,4.5,3,5,2,4,0.20000000298023224,0,0,0.5785714387893677,0.11250000447034836,1,0.30000001192092896,2.700000047683716,3,-1,0.15000000596046448,0.20000000298023224,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2
j2jez397,0,4,18,17,0,0,0,0,0,0,1,1,1,1,16,18,18,1,0,1,0,2,3,3.5,3,3,0.20000000298023224,0.5,1,0.6000000238418579,5.882352706976235e-4,0,0.20000000298023224,1.7999999523162842,2,-1,0.10000000149011612,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
9zmbolke,0,3.299999952316284,15,8,0,0,0,0,1,1,1,1,1,1,9,10,10,1,NA,NA,NA,3,2,4,4,5,2,1.5,1,0.5299999713897705,0.2222222238779068,5,0.25,1.6875,6,1,0.25,0.5,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
f74s9rte,0,2.5,12,12,0,0,0,0,0,1,1,1,1,1,9,9,8,1,NA,NA,NA,2.5,3.5,2.5,3,4,0.5249999761581421,1,1,0.6791666746139526,0.06428571790456772,4,0.699999988079071,9.40999984741211,3,1,0.4000000059604645,0.30000001192092896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0
ohwwktp5,0,3.950000047683716,14,14,0,1,1,1,1,1,1,1,1,1,11,14,14,1,0,1,0,3,3,5,2,3,0.20000000298023224,3,1,0.25,0.1230769231915474,0,0.5,2.25,3,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,2.553333282470703
it6ghj7h,0,2.700000047683716,7,8,0,0,0,0,0,0,0,1,1,1,6,6,7,1,0,NA,NA,3,3.5,4.5,2,3,2,0,0,0.5730769038200378,0,0,0.5,3.9844000339508057,1,-1,0.03999999910593033,0.05999999865889549,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1
hj58jwi7,0,2.9000000953674316,15,16,0,0,0,0,0,0,0,0,0,0,14,14,14,1,1,1,NA,2.5,3,3,3,4,0.20000000298023224,-1.5,0,0.3583333194255829,0.20384615659713745,1,0.25,3.827500104904175,1,-1,0.15000000596046448,0.20000000298023224,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
87ywwcnb,0,3,14,13,0,0,0,0,0,0,0,0,0,0,12,12,11,1,NA,NA,NA,3.5,2,3,1.5,4,1.3350000381469727,-1.5,0,0.42222222685813904,0.07500000298023224,3,0.4000000059604645,5.159999847412109,2,-1,0.20000000298023224,0.20000000298023224,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1zwr95gw,0,3.25,10,8,0,0,0,0,0,0,0,0,0,0,10,10,11,1,0,NA,NA,3.5,4.5,4.5,2.5,3.5,2,-1.5,0,0.5722222328186035,0.4050000011920929,-1,0.8500000238418579,9.947500228881836,0,-1,0.699999988079071,0.75,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
r9jxq4nc,0,3.799999952316284,17,16,0,0,0,0,0,0,0,1,1,1,15,15,17,1,0,1,0,3,4,3.5,3.5,3.5,0.5249999761581421,0,0,0.5,0.26875001192092896,0,0.4000000059604645,4.239999771118164,2,-1,0.25,0.10000000149011612,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,2,2.0426666736602783
01qwvj7s,0,1.7000000476837158,16,13,0,0,0,0,0,0,1,1,1,1,12,12,15,1,NA,NA,NA,2,3.5,3.5,2.5,3,0.20000000298023224,0.5,1,0.7799999713897705,0,1,0.20000000298023224,1.7999999523162842,4,-1,0.10000000149011612,0.05000000074505806,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
31yle0ih,0,3.927999973297119,18,18,0,0,0,0,0,0,1,1,1,1,17,17,18,1,1,NA,NA,2,5,3.5,2.5,2,2,0.5,1,0.75,0.08058823645114899,0,0.4000000059604645,3.240000009536743,1,0,0.10000000149011612,0.10000000149011612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
0eplm4q6,0,2.799999952316284,15,17,0,0,0,0,0,0,0,0,1,1,16,16,15,1,0,1,NA,2,3.5,3.5,3,4,1.3350000381469727,-0.5,0,0.4960000216960907,0.0835714265704155,0,0.4000000059604645,3.5999999046325684,-1,1,0.20000000298023224,0.3499999940395355,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1
tqskimjn,0,3.9600000381469727,12,12,0,0,0,0,0,1,1,1,1,1,12,12,14,1,1,NA,NA,3.5,4,4.5,2.5,4,0.20000000298023224,1,1,0.5166666507720947,0.11538461595773697,-2,0.20000000298023224,1.7999999523162842,0,0,0.10000000149011612,0.10000000149011612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1
ha0qynl8,0,3.700000047683716,16,16,0,0,0,0,0,0,0,1,1,1,17,17,14,1,0,0,NA,2,3.5,4,3,4,0.28999999165534973,0,0,0.7616666555404663,0.03846153989434242,2,0.4000000059604645,3.240000009536743,-1,1,0.10000000149011612,0.4000000059604645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
h17oqf2p,0,2.700000047683716,14,16,0,0,0,0,0,0,0,0,1,1,14,14,14,1,NA,NA,NA,4.5,3,3.5,2,4,0.20000000298023224,-0.5,0,0.5,0.3499999940395355,0,0.6499999761581421,5.287499904632568,0,-1,0.44999998807907104,0.3400000035762787,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
shjib5ml,0,3,14,13,0,0,0,0,0,0,0,0,0,0,14,14,13,1,NA,NA,NA,2,1.5,4,1.5,2.5,2,-1.5,0,0.2571428716182709,0.24666666984558105,1,0.6000000238418579,7.166399955749512,0,-1,0.3700000047683716,0.8500000238418579,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d7xdwby8,0,1.7999999523162842,16,16,1,1,1,1,1,1,1,1,1,1,13,15,15,1,NA,NA,NA,2.5,5,4.5,2.5,2.5,0.20000000298023224,3.5,1,1,7.142857066355646e-4,1,0.30000001192092896,4.050000190734863,3,1,0.20000000298023224,0.15000000596046448,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
7bpupt2d,0,3.799999952316284,14,15,0,0,0,0,1,1,1,1,1,1,13,13,10,1,NA,NA,NA,2,3.5,3,3,2,0.5249999761581421,1.5,1,0.4300000071525574,0.10555555671453476,4,0.5,3.2100000381469727,1,1,0.5,0.4000000059604645,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
o87um7h5,0,2.5,12,12,0,0,0,0,0,0,1,1,1,0,11,11,12,1,1,1,NA,3.5,5,4,1.5,3.5,0.20000000298023224,0.5,1,0.4399999976158142,0.1666666716337204,0,0.5,4.090000152587891,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
v0ixwup4,0,2.799999952316284,10,12,0,0,0,0,1,0,0,0,0,0,10,10,11,1,NA,NA,NA,2,3.5,2.5,2,4,2,1.5,1,0.4444444477558136,0.30000001192092896,-1,0.699999988079071,7.059999942779541,0,-1,0.6000000238418579,0.15000000596046448,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
mtu9yt7y,0,3.5,14,13,0,0,0,0,0,0,0,0,0,0,13,13,13,1,0,NA,NA,4,3,3.5,3,4,0.5249999761581421,-1.5,0,0.4514285624027252,0.2291666716337204,1,0.5,5.139999866485596,1,-1,0.20000000298023224,0.3499999940395355,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7xvodinj,0,3.450000047683716,17,12,0,0,0,0,0,0,1,1,1,1,11,11,11,1,NA,NA,NA,2,2.5,4.5,3,4.5,0.20000000298023224,0.5,1,0.5666666626930237,0.1550000011920929,6,0.6499999761581421,6.427499771118164,6,1,0.550000011920929,0.3499999940395355,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
fevpptof,0,2.9000000953674316,16,10,0,0,1,0,1,1,0,0,1,1,9,9,11,1,NA,NA,NA,4,3,5,4,3.5,0.5249999761581421,2.5,1,0.8111110925674438,0.019999999552965164,5,0.8999999761581421,4.260000228881836,7,-1,0.8500000238418579,0.6000000238418579,-6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0
pc16139z,0,3.509999990463257,16,15,0,0,0,0,0,0,0,1,1,1,13,13,12,1,0,0,1,2.5,3.5,5,3.5,3,0.20000000298023224,0,0,0.65625,0.0181818176060915,4,0.20000000298023224,1.7999999523162842,3,1,0.10000000149011612,0.05000000074505806,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,2,2
mvtv1atj,0,3.757999897003174,12,10,0,0,0,0,0,1,1,1,1,1,10,10,11,1,1,1,0,2.5,3.5,5,2.5,2,2,1,1,0.6974999904632568,0.1818181872367859,1,0.5,3.609999895095825,2,-1,0.44999998807907104,0.10000000149011612,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,3,2.553333282470703
ggseivxk,0,3.200000047683716,15,14,0,0,0,0,0,0,0,1,1,1,13,13,14,1,NA,NA,NA,4.5,2,3,2,3,0.5249999761581421,0,0,0.4166666567325592,0.07692307978868484,1,0.5,4.5,2,-1,0.25,0.25,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
ely3b844,0,3.4260001182556152,17,16,0,0,0,0,1,1,1,1,1,1,14,15,15,1,1,0,0,3,2,3,1.5,4,2,1.5,1,0.33000001311302185,0.23571428656578064,2,0.30000001192092896,2.3399999141693115,3,1,0.25,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
whdr9gwu,0,2.3499999046325684,14,13,0,0,0,0,0,0,1,1,1,1,9,10,10,1,1,0,NA,4.5,3.5,3.5,3,5,2,0.5,1,0.6449999809265137,0.02222222276031971,4,0.20000000298023224,1.7999999523162842,5,0,0.10000000149011612,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,2,2
vyb01mv6,0,3.4000000953674316,14,10,0,0,0,0,0,0,1,1,1,1,9,9,10,1,0,1,NA,4,3,3,2,3,2,0.5,1,0.5249999761581421,0.20555555820465088,4,0.6499999761581421,9.02750015258789,5,0,0.3499999940395355,0.4000000059604645,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1
vc6pcqkv,0,3,15,14,0,0,0,0,1,1,1,1,1,1,16,16,14,1,0,NA,NA,4,4,3.5,4,2.5,0.5249999761581421,1.5,1,0.75,0.1538461595773697,1,0.30000001192092896,4.289999961853027,-1,1,0.25,0.6499999761581421,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
8ilctj0n,0,3.559999942779541,16,16,0,0,0,0,0,0,1,1,1,1,15,15,15,1,NA,NA,NA,4.5,4,4,2,3,0.20000000298023224,0.5,1,0.7400000095367432,0.04642857238650322,1,0.20000000298023224,1.7100000381469727,1,1,0.05000000074505806,0.10000000149011612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2kbnrfez,0,2.299999952316284,16,15,0,0,0,0,1,1,1,1,0,0,11,11,12,1,1,1,NA,2.5,4,4,3,4.5,0.5249999761581421,1.5,1,0.625,0.1454545557498932,4,0.949999988079071,4.087500095367432,5,1,0.8999999761581421,0.699999988079071,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4y9vujka,0,3,16,15,0,0,0,0,0,0,1,1,1,1,13,13,16,1,0,1,0,2.5,3.5,2.5,1.5,3,0.5249999761581421,0.5,1,0.375,0.21666666865348816,0,0.550000011920929,5.647500038146973,3,-1,0.4000000059604645,0.30000001192092896,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,2.553333282470703
pp1oemdl,0,3.200000047683716,16,16,0,0,0,0,0,0,1,1,1,1,13,13,13,1,NA,NA,NA,2.5,3.5,2,4,4.5,1.3350000381469727,0.5,1,0.4928571581840515,0.17916667461395264,3,0.5,4.409999847412109,3,1,0.30000001192092896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
oc1fash1,0,3.0999999046325684,12,12,0,0,0,0,0,0,0,0,0,0,10,10,12,1,1,0,NA,1.5,2.5,3,1.5,3.5,0.20000000298023224,-1.5,0,0.5375000238418579,0.22727273404598236,0,0.6000000238418579,7.38040018081665,2,-1,0.20000000298023224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1zf0ocp7,0,3.9600000381469727,17,18,0,0,0,0,0,0,0,1,1,1,16,16,18,1,0,0,NA,3,4,4.5,3.5,3.5,2,0,0,0.5,0.07647059112787247,-1,0.4000000059604645,3.5999999046325684,1,-1,0.20000000298023224,0.10000000149011612,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1
qkfmz1au,0,3.5999999046325684,10,11,0,0,0,0,0,1,1,1,1,1,14,16,16,1,0,NA,NA,4,4,3,2.5,3,0.5249999761581421,1,1,0.4350000023841858,0.3700000047683716,-6,0.6000000238418579,6.708399772644043,-4,-1,0.5,0.5899999737739563,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1
11z0ri22,0,3.299999952316284,16,13,0,0,0,0,0,1,1,1,1,1,12,14,14,1,0,NA,NA,2.5,4,3,3.5,1.5,0.28999999165534973,1,1,0.42500001192092896,0.2192307710647583,2,0.4000000059604645,4.559999942779541,4,0,0.30000001192092896,0.4000000059604645,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
hmdw0ec3,0,3.869999885559082,16,14,0,0,0,0,0,0,0,0,1,1,13,13,13,1,1,0,0,5,3,4.5,3,4,0.20000000298023224,-0.5,0,0.5833333134651184,0.2538461685180664,3,0.6000000238418579,5.039999961853027,3,-1,0.4000000059604645,0.10000000149011612,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3,2.0426666736602783
gdahg14y,0,3.450000047683716,16,16,1,1,1,1,1,1,1,1,1,1,8,6,6,1,0,0,NA,3.5,4,4.5,4,4,1.3350000381469727,3.5,1,0.625,0,10,0.27000001072883606,2.627500057220459,8,1,0.07000000029802322,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,2,2
n1r5yp3w,0,3.4000000953674316,2,2,0,0,0,0,0,0,1,1,1,1,13,12,12,1,1,NA,NA,4.5,3.5,3.5,3.5,3.5,0.5249999761581421,0.5,1,0.5249999761581421,0.30000001192092896,-10,0.8999999761581421,2.490000009536743,-11,1,0,0.6000000238418579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1
wzdqbp7h,0,2.799999952316284,15,15,0,0,0,0,0,1,1,1,1,1,14,14,14,1,NA,NA,NA,2,4.5,3.5,2.5,5,0.20000000298023224,1,1,0.6333333253860474,0.16923077404499054,1,0.4000000059604645,3.5999999046325684,1,1,0.20000000298023224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
39cbz3gx,0,3,16,13,0,0,0,0,0,0,1,1,1,1,11,11,13,1,1,1,NA,2.5,1.5,4,2.5,4.5,1.3350000381469727,0.5,1,0.6714285612106323,0.13750000298023224,3,0.5,2.25,5,-1,0.5,0.009999999776482582,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,2,2
bnczh5ab,0,2.799999952316284,14,13,0,0,0,0,0,0,0,0,0,1,12,12,14,1,0,NA,NA,3,4,5,2,4.5,2,-1,0,0.4166666567325592,0.16923077404499054,0,0.699999988079071,10.850000381469727,2,-1,0.4000000059604645,0.3499999940395355,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
hvkeurpz,0,3,17,17,0,0,0,0,0,0,1,1,1,1,18,18,18,1,0,1,NA,3,3.5,3.5,2,2.5,0.20000000298023224,0.5,1,0.625,0.05882352963089943,-1,0.05000000074505806,0.44909998774528503,-1,1,0.019999999552965164,0.6000000238418579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
28sl4n6x,0,3.2100000381469727,10,8,0,0,0,0,0,0,0,0,0,1,10,10,11,1,0,0,0,1.5,5,3.5,4.5,4.5,0.20000000298023224,-1,0,0.36666667461395264,0.38499999046325684,-1,0.5,6.010000228881836,0,-1,0.30000001192092896,0.699999988079071,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2.553333282470703
226l893j,0,2.75,12,10,0,0,0,0,0,0,0,0,0,1,8,8,8,1,0,1,NA,3,5,4.5,3.5,4,0.5249999761581421,-1,0,0.6625000238418579,0.22142857313156128,4,0.6000000238418579,7.639999866485596,4,-1,0.3499999940395355,0.30000001192092896,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2
2xceuo2h,0,3,13,11,0,0,0,0,0,0,0,0,0,0,11,11,13,1,0,0,NA,1.5,3,1.5,5,1.5,2,-1.5,0,0.1428571492433548,0.0833333358168602,0,0,0,2,-1,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
6lv3fkl2,0,2.700000047683716,10,10,0,0,1,1,1,1,1,1,1,1,7,7,7,1,NA,NA,NA,3,5,2.5,3,4,0.20000000298023224,2.5,1,0.21153846383094788,0.75,3,0.800000011920929,13.600000381469727,3,1,0.4000000059604645,0.6000000238418579,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
yslxn123,0,3,17,14,0,0,0,0,0,0,0,0,1,1,12,12,14,1,NA,NA,NA,2.5,3,4,3,3,0.20000000298023224,-0.5,0,0.7333333492279053,0.07692307978868484,3,0.30000001192092896,2.609999895095825,5,-1,0.20000000298023224,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
4wwhhax5,0,3.5,13,13,0,0,0,0,0,0,0,0,1,1,14,14,14,1,0,0,NA,2.5,3,4.5,3,3.5,0.20000000298023224,-0.5,0,0.36666667461395264,0.19615384936332703,-1,0.4000000059604645,3.240000009536743,-1,-1,0.30000001192092896,0.699999988079071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,2
r19lfzm1,0,2.450000047683716,16,9,0,0,0,0,0,0,0,0,0,0,9,9,12,1,NA,NA,NA,2,3,4.5,2,3,0.20000000298023224,-1.5,0,0.5562499761581421,0.15909090638160706,4,0.800000011920929,1.440000057220459,7,-1,0.800000011920929,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7de70cby,0,1.7000000476837158,10,9,0,0,0,0,0,0,0,0,0,0,11,11,10,1,1,1,1,2.5,4,3.5,2.5,4,2,-1.5,0,0.4000000059604645,0.20555555820465088,0,0.30000001192092896,2.700000047683716,-1,1,0.15000000596046448,0.800000011920929,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
5r19gqa6,0,3.5999999046325684,15,13,0,0,0,0,0,0,0,0,0,0,11,11,12,1,0,0,NA,4.5,5,4.5,2,3,2,-1.5,0,0.8374999761581421,0.12727272510528564,3,0.25,1.6875,4,-1,0,0.25,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
