participantcode,round,std_female,std_standing,consider_regrade,num_class,control,regret3,regret4,asked,std_male,everasked,num_asked,num_asked_imp,everasked_mt,num_asked_mt,ratio_asked_mt,everasked_fn,num_asked_fn,ratio_asked_fn,orig_ngrade,fn_ngrade,part_up,part_down,posgradechange,neggradechange,O10,O11,O12,O13,O14,O15,O16,O17,O18,O19,O23,O24,O25,O26,O30,O31,O32,O33,O34,O35,O36,O37,stress,pr_up,pr_same,pr_down
ha0qynl8,2,0,4,NA,2,3,2,2,No,1,0,0,2,0,0,0.3779761791229248,0,0,0.1949404776096344,3.3340001106262207,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,15,85,0
ha0qynl8,3,0,4,NA,2,3,2,2,NA,1,0,0,2,0,0,0.3779761791229248,0,0,0.1949404776096344,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,85,0
hbfhs6xu,1,1,4,Yes,1,5,1,1,Yes,0,1,1,1,1,1,0.3982639014720917,0,0,0.2152777761220932,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,30,70,0
hbfhs6xu,2,1,4,NA,1,5,1,1,NA,0,1,1,1,1,1,0.3982639014720917,0,0,0.2152777761220932,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,70,0
hbfhs6xu,3,1,4,NA,1,5,1,1,NA,0,1,1,1,1,1,0.3982639014720917,0,0,0.2152777761220932,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,70,0
hbhjfgv0,1,1,2,No,0,5,1,1,NA,0,0,0,0,0,0,0.3982639014720917,0,0,0.2152777761220932,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,6,15,80,5
hbhjfgv0,2,1,2,NA,0,5,1,1,NA,0,0,0,0,0,0,0.3982639014720917,0,0,0.2152777761220932,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,80,5
hbhjfgv0,3,1,2,NA,0,5,1,1,NA,0,0,0,0,0,0,0.3982639014720917,0,0,0.2152777761220932,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,80,5
hbs8ogfp,1,0,4,Yes,3,4,3,3,Yes,1,1,3,3,1,2,0.3779761791229248,1,1,0.1949404776096344,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4.333333492279053,75,25,0
hbs8ogfp,2,0,4,NA,3,4,3,3,Yes,1,1,3,3,1,2,0.3779761791229248,1,1,0.1949404776096344,3.3340001106262207,3.3340001106262207,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.333333492279053,75,25,0
hbs8ogfp,3,0,4,NA,3,4,3,3,Yes,1,1,3,3,1,2,0.3779761791229248,1,1,0.1949404776096344,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.333333492279053,75,25,0
hcdpfuhi,1,1,4,Yes,1,4,1,1,Yes,0,1,1,1,0,0,0.3982639014720917,1,1,0.2152777761220932,3.6670000553131104,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,30,65,5
hcdpfuhi,2,1,4,NA,1,4,1,1,NA,0,1,1,1,0,0,0.3982639014720917,1,1,0.2152777761220932,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,30,65,5
hcdpfuhi,3,1,4,NA,1,4,1,1,NA,0,1,1,1,0,0,0.3982639014720917,1,1,0.2152777761220932,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,30,65,5
hckxph2a,1,0,1,Yes,1,6,1,1,No,1,0,0,1,0,0,0.3779761791229248,0,0,0.1949404776096344,3,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,80,20,0
hckxph2a,2,0,1,NA,1,6,1,1,NA,1,0,0,1,0,0,0.3779761791229248,0,0,0.1949404776096344,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,80,20,0
hckxph2a,3,0,1,NA,1,6,1,1,NA,1,0,0,1,0,0,0.3779761791229248,0,0,0.1949404776096344,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,80,20,0
hg9t220d,1,1,3,Yes,1,7,2,2,Yes,0,1,1,1,1,1,0.3982639014720917,0,0,0.2152777761220932,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,80,20,0
hg9t220d,2,1,3,NA,1,7,2,2,NA,0,1,1,1,1,1,0.3982639014720917,0,0,0.2152777761220932,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,80,20,0
hg9t220d,3,1,3,NA,1,7,2,2,NA,0,1,1,1,1,1,0.3982639014720917,0,0,0.2152777761220932,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,80,20,0
hgq2buuk,1,1,3,Yes,3,4,2,2,Yes,0,1,2,3,1,1,0.3982639014720917,1,1,0.2152777761220932,3.6670000553131104,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3.6666667461395264,26.66666603088379,73.33333587646484,0
hgq2buuk,2,1,3,NA,3,4,2,2,Yes,0,1,2,3,1,1,0.3982639014720917,1,1,0.2152777761220932,2.3340001106262207,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.6666667461395264,26.66666603088379,73.33333587646484,0
hgq2buuk,3,1,3,NA,3,4,2,2,No,0,1,2,3,1,1,0.3982639014720917,1,1,0.2152777761220932,3.3340001106262207,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.6666667461395264,26.66666603088379,73.33333587646484,0
hhqyr167,1,1,2,No,0,6,1,1,NA,0,0,0,0,0,0,0.3982639014720917,0,0,0.2152777761220932,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,30,70,0
hhqyr167,2,1,2,NA,0,6,1,1,NA,0,0,0,0,0,0,0.3982639014720917,0,0,0.2152777761220932,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30,70,0
hhqyr167,3,1,2,NA,0,6,1,1,NA,0,0,0,0,0,0,0.3982639014720917,0,0,0.2152777761220932,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30,70,0
hj58jwi7,1,0,4,Yes,2,2,4,6,Yes,1,1,2,2,1,1,0.3779761791229248,1,1,0.1949404776096344,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,6,32.5,62.5,5
hj58jwi7,2,0,4,NA,2,2,4,6,Yes,1,1,2,2,1,1,0.3779761791229248,1,1,0.1949404776096344,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,32.5,62.5,5
hj58jwi7,3,0,4,NA,2,2,4,6,NA,1,1,2,2,1,1,0.3779761791229248,1,1,0.1949404776096344,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,32.5,62.5,5
hjasgs05,1,0,1,Yes,1,7,4,4,No,1,0,0,1,0,0,0.3779761791229248,0,0,0.1949404776096344,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,7,25,25,50
hjasgs05,2,0,1,NA,1,7,4,4,NA,1,0,0,1,0,0,0.3779761791229248,0,0,0.1949404776096344,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,25,25,50
hjasgs05,3,0,1,NA,1,7,4,4,NA,1,0,0,1,0,0,0.3779761791229248,0,0,0.1949404776096344,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,25,25,50
hjgd0pps,1,1,1,Yes,1,5,1,1,No,0,0,0,1,0,0,0.3982639014720917,0,0,0.2152777761220932,3,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,6,45,45,10
hjgd0pps,2,1,1,NA,1,5,1,1,NA,0,0,0,1,0,0,0.3982639014720917,0,0,0.2152777761220932,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,45,45,10
hjgd0pps,3,1,1,NA,1,5,1,1,NA,0,0,0,1,0,0,0.3982639014720917,0,0,0.2152777761220932,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,45,45,10
hjlntqrq,1,0,3,No,0,6,1,1,NA,1,0,0,0,0,0,0.3779761791229248,0,0,0.1949404776096344,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,50,30,20
hjlntqrq,2,0,3,NA,0,6,1,1,NA,1,0,0,0,0,0,0.3779761791229248,0,0,0.1949404776096344,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,50,30,20
hjlntqrq,3,0,3,NA,0,6,1,1,NA,1,0,0,0,0,0,0.3779761791229248,0,0,0.1949404776096344,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,50,30,20
hk5mi1l3,1,1,4,Yes,3,6,1,1,Yes,0,1,3,3,1,2,0.3982639014720917,1,1,0.2152777761220932,2.3340001106262207,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3.6666667461395264,100,0,0
hk5mi1l3,2,1,4,NA,3,6,1,1,Yes,0,1,3,3,1,2,0.3982639014720917,1,1,0.2152777761220932,2,3,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.6666667461395264,100,0,0
hk5mi1l3,3,1,4,NA,3,6,1,1,Yes,0,1,3,3,1,2,0.3982639014720917,1,1,0.2152777761220932,1,2,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.6666667461395264,100,0,0
hmdw0ec3,1,0,4,Yes,4,7,1,1,Yes,1,1,3,2.1815476417541504,1,3,0.3779761791229248,0,0,0.1949404776096344,3.6670000553131104,4,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1.6666666269302368,1.6666666269302368,96.66666412353516,1.6666666269302368
hmdw0ec3,2,0,4,NA,4,7,1,1,Yes,1,1,3,2.1815476417541504,1,3,0.3779761791229248,0,0,0.1949404776096344,3.3340001106262207,3.3340001106262207,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.6666666269302368,1.6666666269302368,96.66666412353516,1.6666666269302368
hmdw0ec3,3,0,4,NA,4,7,1,1,Yes,1,1,3,2.1815476417541504,1,3,0.3779761791229248,0,0,0.1949404776096344,3.6670000553131104,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.6666666269302368,1.6666666269302368,96.66666412353516,1.6666666269302368
hop6v8bx,1,1,3,Yes,2,4,1,1,Yes,0,1,2,2,0,0,0.3982639014720917,1,2,0.2152777761220932,2.6670000553131104,2.6670000553131104,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2.5,25,75,0
hop6v8bx,2,1,3,NA,2,4,1,1,Yes,0,1,2,2,0,0,0.3982639014720917,1,2,0.2152777761220932,3.3340001106262207,3.6670000553131104,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,25,75,0
hop6v8bx,3,1,3,NA,2,4,1,1,NA,0,1,2,2,0,0,0.3982639014720917,1,2,0.2152777761220932,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,25,75,0
hp9r9ahp,1,1,2,Yes,2,7,1,1,No,0,1,1,2,1,1,0.3982639014720917,0,0,0.2152777761220932,2.3340001106262207,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,5,0,97.5,2.5
hp9r9ahp,2,1,2,NA,2,7,1,1,Yes,0,1,1,2,1,1,0.3982639014720917,0,0,0.2152777761220932,2,2.3340001106262207,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,97.5,2.5
hp9r9ahp,3,1,2,NA,2,7,1,1,NA,0,1,1,2,1,1,0.3982639014720917,0,0,0.2152777761220932,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,97.5,2.5
hqkbdkp5,1,1,1,No,0,5,1,1,NA,0,0,0,0,0,0,0.3982639014720917,0,0,0.2152777761220932,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,5,15,80,5
hqkbdkp5,2,1,1,NA,0,5,1,1,NA,0,0,0,0,0,0,0.3982639014720917,0,0,0.2152777761220932,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,80,5
hqkbdkp5,3,1,1,NA,0,5,1,1,NA,0,0,0,0,0,0,0.3982639014720917,0,0,0.2152777761220932,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,80,5
hsslt77t,1,0,2,No,0,6,2,2,NA,1,0,0,0,0,0,0.3779761791229248,0,0,0.1949404776096344,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,3,28,72,0
hsslt77t,2,0,2,NA,0,6,2,2,NA,1,0,0,0,0,0,0.3779761791229248,0,0,0.1949404776096344,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,72,0
hsslt77t,3,0,2,NA,0,6,2,2,NA,1,0,0,0,0,0,0.3779761791229248,0,0,0.1949404776096344,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,72,0
hu5fv6jn,1,0,4,No,0,3,1,1,NA,1,0,0,0,0,0,0.3779761791229248,0,0,0.1949404776096344,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,7,20,60,20
hu5fv6jn,2,0,4,NA,0,3,1,1,NA,1,0,0,0,0,0,0.3779761791229248,0,0,0.1949404776096344,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,60,20
hu5fv6jn,3,0,4,NA,0,3,1,1,NA,1,0,0,0,0,0,0.3779761791229248,0,0,0.1949404776096344,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,60,20
huqjoozn,1,0,4,Yes,2,7,1,1,Yes,1,1,2,2,1,2,0.3779761791229248,1,1,0.1949404776096344,3.6670000553131104,3.6670000553131104,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1.5,97.5,2.5,0
huqjoozn,2,0,4,NA,2,7,1,1,Yes,1,1,2,2,1,2,0.3779761791229248,1,1,0.1949404776096344,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,97.5,2.5,0
huqjoozn,3,0,4,NA,2,7,1,1,NA,1,1,2,2,1,2,0.3779761791229248,1,1,0.1949404776096344,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,97.5,2.5,0
hv07zsth,1,1,2,Yes,1,6,1,1,Yes,0,1,1,1,1,1,0.3982639014720917,0,0,0.2152777761220932,4,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,50,50,0
hv07zsth,2,1,2,NA,1,6,1,1,NA,0,1,1,1,1,1,0.3982639014720917,0,0,0.2152777761220932,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,50,0
hv07zsth,3,1,2,NA,1,6,1,1,NA,0,1,1,1,1,1,0.3982639014720917,0,0,0.2152777761220932,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,50,0
hvcfrp6a,1,0,4,Yes,2,4,6,4,No,1,0,0,2,0,0,0.3779761791229248,0,0,0.1949404776096344,2.3340001106262207,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5.5,5,90,5
hvcfrp6a,2,0,4,NA,2,4,6,4,No,1,0,0,2,0,0,0.3779761791229248,0,0,0.1949404776096344,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.5,5,90,5
hvcfrp6a,3,0,4,NA,2,4,6,4,NA,1,0,0,2,0,0,0.3779761791229248,0,0,0.1949404776096344,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,5,90,5
hvkeurpz,1,0,3,Yes,2,7,2,2,No,1,0,0,2,0,0,0.3779761791229248,0,0,0.1949404776096344,4,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,7.5,92.5,0
hvkeurpz,2,0,3,NA,2,7,2,2,No,1,0,0,2,0,0,0.3779761791229248,0,0,0.1949404776096344,4,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7.5,92.5,0
hvkeurpz,3,0,3,NA,2,7,2,2,NA,1,0,0,2,0,0,0.3779761791229248,0,0,0.1949404776096344,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7.5,92.5,0
hvszee0l,1,1,4,Yes,1,5,2,2,Yes,0,1,1,1,0,0,0.3982639014720917,1,1,0.2152777761220932,3.3340001106262207,3.3340001106262207,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,7,70,30,0
hvszee0l,2,1,4,NA,1,5,2,2,NA,0,1,1,1,0,0,0.3982639014720917,1,1,0.2152777761220932,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,70,30,0
hvszee0l,3,1,4,NA,1,5,2,2,NA,0,1,1,1,0,0,0.3982639014720917,1,1,0.2152777761220932,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,70,30,0
hwk7v39n,1,0,4,No,0,5,1,1,NA,1,0,0,0,0,0,0.3779761791229248,0,0,0.1949404776096344,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,6,20,80,0
hwk7v39n,2,0,4,NA,0,5,1,1,NA,1,0,0,0,0,0,0.3779761791229248,0,0,0.1949404776096344,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,80,0
hwk7v39n,3,0,4,NA,0,5,1,1,NA,1,0,0,0,0,0,0.3779761791229248,0,0,0.1949404776096344,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,80,0
hxilu6km,1,0,4,No,0,5,1,1,NA,1,0,0,0,0,0,0.3779761791229248,0,0,0.1949404776096344,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,5,10,89,1
hxilu6km,2,0,4,NA,0,5,1,1,NA,1,0,0,0,0,0,0.3779761791229248,0,0,0.1949404776096344,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,89,1
hxilu6km,3,0,4,NA,0,5,1,1,NA,1,0,0,0,0,0,0.3779761791229248,0,0,0.1949404776096344,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,89,1
i3kggtvo,1,0,3,No,0,5,1,1,NA,1,0,0,0,0,0,0.3779761791229248,0,0,0.1949404776096344,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,5,10,85,5
i3kggtvo,2,0,3,NA,0,5,1,1,NA,1,0,0,0,0,0,0.3779761791229248,0,0,0.1949404776096344,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,85,5
i3kggtvo,3,0,3,NA,0,5,1,1,NA,1,0,0,0,0,0,0.3779761791229248,0,0,0.1949404776096344,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,85,5
i4igbu6v,1,1,4,Yes,1,4,1,1,Yes,0,1,1,1,1,1,0.3982639014720917,1,1,0.2152777761220932,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,7,50,50,0
i4igbu6v,2,1,4,NA,1,4,1,1,NA,0,1,1,1,1,1,0.3982639014720917,1,1,0.2152777761220932,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,50,50,0
i4igbu6v,3,1,4,NA,1,4,1,1,NA,0,1,1,1,1,1,0.3982639014720917,1,1,0.2152777761220932,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,50,50,0
i4smt1h0,1,0,4,Yes,3,7,3,1,No,1,1,1,3,1,1,0.3779761791229248,0,0,0.1949404776096344,4,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3.6666667461395264,8.333333015441895,91.66666412353516,0
i4smt1h0,2,0,4,NA,3,7,3,1,No,1,1,1,3,1,1,0.3779761791229248,0,0,0.1949404776096344,4,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.6666667461395264,8.333333015441895,91.66666412353516,0
i4smt1h0,3,0,4,NA,3,7,3,1,Yes,1,1,1,3,1,1,0.3779761791229248,0,0,0.1949404776096344,2,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6666667461395264,8.333333015441895,91.66666412353516,0
i4y6vzk0,1,1,3,No,0,6,1,1,NA,0,0,0,0,0,0,0.3982639014720917,0,0,0.2152777761220932,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,50,50,0
i4y6vzk0,2,1,3,NA,0,6,1,1,NA,0,0,0,0,0,0,0.3982639014720917,0,0,0.2152777761220932,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,50,50,0
i4y6vzk0,3,1,3,NA,0,6,1,1,NA,0,0,0,0,0,0,0.3982639014720917,0,0,0.2152777761220932,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,50,50,0
i9bw4886,1,1,4,Yes,2,5,1,1,No,0,0,0,2,0,0,0.3982639014720917,0,0,0.2152777761220932,2.3340001106262207,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,7,15,85,0
i9bw4886,2,1,4,NA,2,5,1,1,No,0,0,0,2,0,0,0.3982639014720917,0,0,0.2152777761220932,2.3340001106262207,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,7,15,85,0
i9bw4886,3,1,4,NA,2,5,1,1,NA,0,0,0,2,0,0,0.3982639014720917,0,0,0.2152777761220932,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,85,0
i9nvsxk0,1,1,3,Yes,1,5,1,1,No,0,0,0,1,0,0,0.3982639014720917,0,0,0.2152777761220932,4,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,0,100,0
i9nvsxk0,2,1,3,NA,1,5,1,1,NA,0,0,0,1,0,0,0.3982639014720917,0,0,0.2152777761220932,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,100,0
i9nvsxk0,3,1,3,NA,1,5,1,1,NA,0,0,0,1,0,0,0.3982639014720917,0,0,0.2152777761220932,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,100,0
ianm90kw,1,1,1,No,0,7,1,1,NA,0,0,0,0,0,0,0.3982639014720917,0,0,0.2152777761220932,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,6,40,50,10
ianm90kw,2,1,1,NA,0,7,1,1,NA,0,0,0,0,0,0,0.3982639014720917,0,0,0.2152777761220932,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,40,50,10
